sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fv5,Fv6,Fv7,Fv8,Fv9
Fc3C2Fv5V2Fv6V2LTS17,P,C2,C0,C1,C1,C0,1,1,0,0,0
Fc3C2Fv5V2Fv6V2LTS18,R,C0,C0,C0,C0,C0,1,1,7,0,0
Fc3C2Fv5V2Fv6V2LTS19,T,C2,C0,C1,C0,C0,2,1,0,9,0
Fc3C2Fv5V2Fv6V2LTS20,P,C2,C0,C0,C0,C0,2,1,0,0,0
Fc3C2Fv5V2Fv6V2LTS21,R,C0,C0,C0,C0,C0,2,0,0,0,8
Fc3C2Fv5V2Fv6V2LTS22,T,C2,C9,C0,C0,C3,2,1,7,1,0
Fc3C2Fv5V2Fv6V2LTS23,P,C1,C0,C0,C0,C0,2,1,0,0,0
Fc3C2Fv5V2Fv6V2LTS24,Q,C2,C0,C5,C7,C0,2,1,0,0,0
Fc3C2Fv5V2Fv6V2LTS26,P,C0,C0,C4,C0,C0,1,3,0,0,6
Fc3C2Fv5V2Fv6V2LTS27,P,C0,C1,C0,C8,C0,2,2,0,0,0
Fc3C2Fv5V2Fv6V2LTS28,R,C9,C0,C7,C0,C0,4,3,8,3,0
Fc3C2Fv5V2Fv6V2LTS30,P,C0,C2,C5,C3,C2,1,2,0,0,0
Fc3C2Fv5V2Fv6V2LTS31,T,C2,C0,C2,C7,C2,2,1,6,0,0
Fc3C2Fv5V2Fv6V3LPS7,P,C5,C0,C0,C0,C7,1,2,0,1,3
Fc3C2Fv5V2Fv6V3LPS8,S,C0,C9,C4,C3,C0,1,3,0,0,0
Fc3C2Fv5V2Fv6V3LPS9,V,C3,C4,C9,C0,C7,2,1,0,0,9
Fc3C2Fv5V2Fv6V3LPS10,R,C0,C0,C1,C0,C3,2,0,3,0,8
Fc3C2Fv5V2Fv6V3LPS11,Q,C9,C0,C3,C3,C0,1,3,0,0,0
Fc3C2Fv5V2Fv6V3LPS12,P,C0,C0,C0,C0,C0,1,3,0,0,0
Fc3C2Fv5V2Fv6V3LPS13,Q,C9,C0,C0,C2,C7,2,1,0,0,4
Fc3C2Fv5V2Fv6V3LPS14,Q,C0,C0,C0,C3,C0,1,3,0,0,0
Fc3C2Fv5V2Fv6V3LPS15,R,C6,C7,C1,C0,C5,1,3,0,0,6
Fc3C2Fv5V2Fv6V3LPS16,R,C0,C0,C0,C4,C2,1,2,0,4,0
Fc3C2Fv5V2Fv6V3LPS18,S,C0,C0,C0,C8,C0,2,1,4,8,0
Fc3C2Fv5V2Fv6V3LPS19,S,C0,C0,C9,C1,C0,1,3,0,0,0
Fc3C2Fv5V2Fv6V3LPS20,P,C0,C0,C0,C0,C4,1,2,6,0,0
Fc3C2Fv5V2Fv6V3LPS21,S,C0,C2,C6,C6,C0,1,3,0,0,0
Fc3C2Fv5V2Fv6V3LPS22,V,C0,C2,C8,C0,C6,2,2,7,0,0
Fc3C2Fv5V2Fv6V3LPS23,P,C0,C2,C0,C2,C0,2,3,5,0,3
Fc3C2Fv5V2Fv6V3LPS25,Q,C0,C5,C0,C1,C0,2,1,8,0,0
Fc3C2Fv5V2Fv6V3LPS26,S,C3,C6,C2,C0,C0,2,2,7,0,0
Fc3C2Fv5V2Fv6V3LPS27,V,C0,C6,C9,C0,C5,1,2,0,4,0
Fc3C2Fv5V2Fv6V3LPS29,P,C0,C0,C0,C9,C3,1,1,0,5,0
Fc3C2Fv5V2Fv6V3LPS30,P,C0,C1,C5,C4,C6,2,3,0,0,0
Fc3C2Fv5V2Fv6V3LPS31,S,C0,C0,C0,C0,C0,2,0,4,0,8
Fc3C2Fv5V2Fv7V1LQS7,R,C4,C0,C0,C0,C0,1,0,1,0,0
Fc3C2Fv5V2Fv7V1LQS8,Q,C0,C0,C0,C0,C0,2,0,1,0,0
Fc3C2Fv5V2Fv7V1LQS9,P,C0,C5,C2,C0,C2,1,0,0,0,0
Fc3C2Fv5V2Fv7V1LQS10,Q,C8,C2,C6,C0,C0,1,0,0,6,0
Fc3C2Fv5V2Fv7V1LQS11,Q,C3,C9,C0,C1,C1,1,4,1,0,0
Fc3C2Fv5V2Fv7V1LQS12,R,C0,C3,C0,C0,C0,2,0,1,0,3
Fc3C2Fv5V2Fv7V1LQS13,P,C0,C0,C3,C0,C0,1,0,0,0,0
Fc3C2Fv5V2Fv7V1LQS14,Q,C0,C0,C5,C0,C7,1,0,0,0,0
Fc3C2Fv5V2Fv7V1LQS15,R,C1,C4,C0,C0,C6,2,0,0,0,7
Fc3C2Fv5V2Fv7V1LQS16,Q,C0,C0,C0,C0,C0,1,4,1,4,0
Fc3C2Fv5V2Fv7V1LQS17,R,C3,C0,C3,C0,C0,1,7,1,0,0
Fc3C2Fv5V2Fv7V1LQS18,Q,C1,C0,C0,C0,C0,1,0,1,0,0
Fc3C2Fv5V2Fv7V1LQS19,S,C7,C4,C1,C0,C0,1,0,0,0,6
Fc3C2Fv5V2Fv7V1LQS20,S,C5,C2,C5,C0,C6,2,0,0,8,0
Fc3C2Fv5V2Fv7V1LQS21,Q,C1,C2,C0,C9,C0,2,7,2,0,5
Fc3C2Fv5V2Fv7V1LQS22,R,C4,C7,C0,C0,C0,3,4,1,0,4
Fc3C2Fv5V2Fv7V1LQS23,S,C0,C0,C4,C0,C4,1,4,0,0,0
Fc3C2Fv5V2Fv7V1LQS24,P,C0,C0,C0,C9,C4,2,1,0,4,0
Fc3C2Fv5V2Fv7V1LQS25,P,C0,C6,C0,C4,C0,2,6,1,0,0
Fc3C2Fv5V2Fv7V1LQS26,Q,C1,C9,C2,C1,C0,2,0,0,0,0
Fc3C2Fv5V2Fv7V1LQS27,R,C1,C0,C0,C0,C0,2,2,0,5,0
Fc3C2Fv5V2Fv7V1LQS28,R,C1,C0,C0,C0,C0,4,4,0,0,6
Fc3C2Fv5V2Fv7V1LQS29,T,C2,C0,C0,C0,C0,1,0,1,0,0
Fc3C2Fv5V2Fv7V1LQS30,P,C2,C0,C0,C0,C2,1,5,1,0,0
Fc3C2Fv5V2Fv7V2LRS7,Q,C0,C3,C7,C0,C0,1,0,2,5,2
Fc3C2Fv5V2Fv7V2LRS8,Q,C0,C0,C4,C0,C0,2,0,2,0,0
Fc3C2Fv5V2Fv7V2LRS9,Q,C5,C4,C0,C0,C0,2,0,1,0,0
Fc3C2Fv5V2Fv7V2LRS10,V,C9,C0,C0,C3,C0,1,5,1,0,0
Fc3C2Fv5V2Fv7V2LRS11,R,C1,C0,C5,C0,C0,2,0,2,0,0
Fc3C2Fv5V2Fv7V2LRS12,P,C0,C6,C0,C0,C0,2,0,1,0,3
Fc3C2Fv5V2Fv7V2LRS13,Q,C0,C0,C0,C0,C0,2,4,1,0,0
Fc3C2Fv5V2Fv7V2LRS14,P,C9,C0,C9,C0,C6,1,0,2,0,0
Fc3C2Fv5V2Fv7V2LRS15,P,C1,C0,C2,C8,C0,1,0,2,0,7
Fc3C2Fv5V2Fv7V2LRS16,R,C1,C1,C0,C0,C0,2,3,2,6,0
Fc3C2Fv5V2Fv7V2LRS17,Q,C0,C2,C0,C3,C0,1,0,2,0,0
Fc3C2Fv5V2Fv7V2LRS18,P,C5,C0,C5,C0,C0,1,7,1,1,0
Fc3C2Fv5V2Fv7V2LRS19,Q,C6,C1,C0,C7,C0,2,2,2,4,0
Fc3C2Fv5V2Fv7V2LRS20,S,C0,C0,C0,C0,C0,1,0,2,0,0
Fc3C2Fv5V2Fv7V2LRS21,V,C0,C0,C0,C0,C0,2,0,2,0,0
Fc3C2Fv5V2Fv7V2LRS22,S,C7,C3,C3,C4,C9,1,5,2,0,0
Fc3C2Fv5V2Fv7V2LRS23,R,C0,C9,C0,C0,C3,1,0,1,7,0
Fc3C2Fv5V2Fv7V2LRS24,Q,C7,C0,C0,C0,C3,2,0,1,6,0
Fc3C2Fv5V2Fv7V2LRS25,Q,C5,C0,C0,C0,C0,2,10,2,0,0
Fc3C2Fv5V2Fv7V2LRS26,P,C8,C0,C0,C2,C0,2,0,1,0,3
Fc3C2Fv5V2Fv7V2LRS27,R,C0,C5,C9,C0,C0,1,0,2,0,7
Fc3C2Fv5V2Fv7V2LRS28,Q,C3,C3,C9,C0,C0,1,8,2,0,4
Fc3C2Fv5V2Fv7V2LRS29,Q,C0,C3,C2,C0,C0,2,0,1,4,0
Fc3C2Fv5V2Fv7V2LRS31,R,C0,C0,C0,C2,C2,2,2,1,1,0
Fc3C2Fv5V2Fv7V3LSS7,S,C0,C9,C1,C0,C5,2,0,2,4,0
Fc3C2Fv5V2Fv7V3LSS8,P,C0,C0,C0,C0,C0,2,0,2,7,0
Fc3C2Fv5V2Fv7V3LSS9,R,C0,C0,C0,C0,C0,2,1,2,0,5
Fc3C2Fv5V2Fv7V3LSS10,Q,C2,C6,C0,C0,C0,2,0,2,0,0
Fc3C2Fv5V2Fv7V3LSS11,R,C2,C7,C0,C0,C0,2,0,2,0,0
Fc3C2Fv5V2Fv7V3LSS12,S,C0,C0,C3,C0,C0,1,0,2,0,0
Fc3C2Fv5V2Fv7V3LSS13,R,C1,C0,C6,C0,C0,1,0,2,0,9
Fc3C2Fv5V2Fv7V3LSS14,P,C3,C0,C0,C0,C0,1,6,3,0,0
Fc3C2Fv5V2Fv7V3LSS15,R,C0,C0,C4,C4,C0,2,5,2,0,0
Fc3C2Fv5V2Fv7V3LSS16,S,C2,C2,C4,C6,C0,1,0,3,0,0
Fc3C2Fv5V2Fv7V3LSS17,T,C0,C0,C7,C0,C0,1,7,2,0,0
Fc3C2Fv5V2Fv7V3LSS18,R,C0,C0,C0,C1,C2,1,0,2,0,0
Fc3C2Fv5V2Fv7V3LSS19,S,C0,C0,C3,C6,C6,2,0,2,0,0
Fc3C2Fv5V2Fv7V3LSS20,R,C6,C0,C8,C7,C3,2,0,3,0,7
Fc3C2Fv5V2Fv7V3LSS21,T,C6,C0,C0,C0,C0,2,0,3,0,7
Fc3C2Fv5V2Fv7V3LSS22,R,C0,C0,C4,C0,C9,2,5,3,2,0
Fc3C2Fv5V2Fv7V3LSS23,P,C0,C3,C0,C0,C0,2,0,3,0,0
Fc3C2Fv5V2Fv7V3LSS24,R,C9,C0,C0,C7,C3,2,3,2,4,0
Fc3C2Fv5V2Fv7V3LSS26,Q,C0,C0,C0,C6,C8,2,0,3,0,5
Fc3C2Fv5V2Fv7V3LSS27,T,C8,C0,C0,C0,C0,1,8,3,0,0
Fc3C2Fv5V2Fv7V3LSS28,R,C1,C0,C0,C0,C2,2,4,3,0,0
Fc3C2Fv5V2Fv7V3LSS29,Q,C0,C6,C1,C3,C0,3,3,2,0,2
Fc3C2Fv5V2Fv7V3LSS30,P,C0,C0,C4,C0,C0,1,0,2,0,0
Fc3C2Fv5V2Fv7V3LSS31,S,C1,C0,C0,C2,C1,2,0,3,0,5
Fc3C2Fv5V2Fv8V1LPS7,Q,C0,C2,C0,C4,C0,1,0,0,0,4
Fc3C2Fv5V2Fv8V1LPS8,Q,C1,C0,C2,C0,C0,1,0,0,0,6
Fc3C2Fv5V2Fv8V1LPS9,Q,C0,C7,C0,C0,C0,1,0,0,0,4
Fc3C2Fv5V2Fv8V1LPS10,Q,C0,C0,C0,C0,C0,2,0,0,0,0
Fc3C2Fv5V2Fv8V1LPS11,P,C0,C3,C0,C5,C8,1,8,6,0,0
Fc3C2Fv5V2Fv8V1LPS12,P,C0,C0,C0,C0,C0,1,0,0,1,0
Fc3C2Fv5V2Fv8V1LPS13,R,C1,C0,C0,C3,C0,1,8,0,0,0
Fc3C2Fv5V2Fv8V1LPS14,S,C0,C1,C4,C0,C0,1,4,0,0,0
Fc3C2Fv5V2Fv8V1LPS15,R,C3,C1,C0,C3,C0,1,8,3,0,6
Fc3C2Fv5V2Fv8V1LPS16,P,C4,C6,C0,C0,C0,2,0,0,0,0
Fc3C2Fv5V2Fv8V1LPS17,R,C0,C0,C0,C0,C0,2,0,0,1,0
Fc3C2Fv5V2Fv8V1LPS18,S,C0,C0,C4,C0,C3,1,3,0,4,0
Fc3C2Fv5V2Fv8V1LPS20,Q,C3,C9,C8,C9,C0,2,0,4,0,0
Fc3C2Fv5V2Fv8V1LPS21,S,C0,C9,C0,C0,C0,1,0,0,0,0
Fc3C2Fv5V2Fv8V1LPS22,P,C0,C0,C0,C6,C8,1,0,0,0,8
Fc3C2Fv5V2Fv8V1LPS23,Q,C3,C3,C0,C1,C0,0,0,4,0,2
Fc3C2Fv5V2Fv8V1LPS25,S,C0,C3,C0,C5,C0,1,0,0,1,0
Fc3C2Fv5V2Fv8V1LPS26,T,C7,C7,C0,C2,C0,1,4,0,1,2
Fc3C2Fv5V2Fv8V1LPS27,P,C2,C2,C0,C1,C0,1,0,0,0,0
Fc3C2Fv5V2Fv8V1LPS28,P,C0,C0,C5,C3,C0,1,0,0,0,0
Fc3C2Fv5V2Fv8V1LPS29,P,C8,C1,C3,C0,C3,2,0,0,1,0
Fc3C2Fv5V2Fv8V1LPS30,R,C0,C8,C3,C0,C0,1,4,0,2,0
Fc3C2Fv5V2Fv8V1LPS31,P,C0,C0,C6,C0,C1,2,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS7,R,C3,C0,C1,C2,C1,2,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS8,T,C0,C0,C7,C1,C1,1,0,0,1,6
Fc3C2Fv5V2Fv8V2LQS9,Q,C4,C0,C0,C0,C6,2,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS10,V,C1,C0,C0,C0,C0,2,0,0,2,0
Fc3C2Fv5V2Fv8V2LQS11,R,C0,C0,C0,C0,C4,2,0,8,2,0
Fc3C2Fv5V2Fv8V2LQS12,R,C3,C0,C0,C4,C5,1,0,0,2,0
Fc3C2Fv5V2Fv8V2LQS13,R,C2,C0,C0,C4,C0,1,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS14,T,C5,C2,C2,C0,C2,1,8,0,2,0
Fc3C2Fv5V2Fv8V2LQS15,Q,C0,C5,C1,C7,C9,1,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS16,T,C7,C1,C0,C9,C1,2,1,0,1,7
Fc3C2Fv5V2Fv8V2LQS17,V,C0,C3,C0,C1,C8,2,4,0,1,0
Fc3C2Fv5V2Fv8V2LQS18,S,C0,C4,C2,C0,C0,1,0,0,2,0
Fc3C2Fv5V2Fv8V2LQS19,Q,C0,C0,C9,C4,C0,1,0,0,2,0
Fc3C2Fv5V2Fv8V2LQS20,T,C0,C0,C0,C6,C2,2,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS22,Q,C0,C0,C0,C0,C0,2,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS23,T,C0,C5,C0,C0,C3,2,0,3,1,0
Fc3C2Fv5V2Fv8V2LQS24,Q,C1,C0,C0,C0,C0,1,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS25,P,C0,C0,C0,C0,C0,1,0,0,1,5
Fc3C2Fv5V2Fv8V2LQS26,P,C0,C0,C5,C0,C0,2,2,6,0,0
Fc3C2Fv5V2Fv8V2LQS27,Q,C0,C0,C0,C0,C0,2,5,0,1,0
Fc3C2Fv5V2Fv8V2LQS28,T,C0,C0,C0,C0,C0,1,0,0,1,0
Fc3C2Fv5V2Fv8V2LQS29,Q,C0,C0,C0,C2,C0,1,4,0,2,5
Fc3C2Fv5V2Fv8V2LQS30,R,C7,C0,C0,C0,C4,2,1,0,0,6
Fc3C2Fv5V2Fv8V2LQS31,T,C7,C0,C9,C0,C1,1,0,0,1,0
Fc3C2Fv5V2Fv8V3LRS7,V,C5,C1,C0,C5,C2,2,0,0,3,0
Fc3C2Fv5V2Fv8V3LRS8,V,C4,C3,C4,C0,C0,2,0,0,3,3
Fc3C2Fv5V2Fv8V3LRS9,P,C0,C0,C6,C0,C8,1,0,0,2,5
Fc3C2Fv5V2Fv8V3LRS10,S,C0,C6,C7,C3,C0,1,0,0,2,0
Fc3C2Fv5V2Fv8V3LRS11,V,C1,C0,C9,C0,C0,2,0,0,3,0
Fc3C2Fv5V2Fv8V3LRS12,S,C0,C0,C0,C0,C0,1,0,0,1,4
Fc3C2Fv5V2Fv8V3LRS13,V,C0,C6,C3,C0,C0,1,4,8,3,0
Fc3C2Fv5V2Fv8V3LRS14,R,C2,C2,C0,C0,C0,1,6,0,3,0
Fc3C2Fv5V2Fv8V3LRS15,T,C0,C0,C8,C0,C0,2,0,0,2,6
Fc3C2Fv5V2Fv8V3LRS16,V,C0,C0,C2,C0,C1,1,0,0,2,6
Fc3C2Fv5V2Fv8V3LRS17,V,C0,C0,C0,C0,C3,1,0,0,3,0
Fc3C2Fv5V2Fv8V3LRS18,T,C9,C0,C9,C3,C8,2,0,0,2,0
Fc3C2Fv5V2Fv8V3LRS19,S,C0,C1,C7,C0,C3,2,0,6,2,0
Fc3C2Fv5V2Fv8V3LRS20,Q,C0,C0,C0,C2,C8,2,0,1,3,5
Fc3C2Fv5V2Fv8V3LRS21,P,C7,C0,C0,C2,C0,1,0,0,3,3
Fc3C2Fv5V2Fv8V3LRS22,V,C4,C5,C0,C1,C2,1,0,0,3,0
Fc3C2Fv5V2Fv8V3LRS23,P,C0,C6,C0,C4,C3,1,2,0,2,0
Fc3C2Fv5V2Fv8V3LRS24,V,C0,C9,C0,C6,C0,2,0,0,2,0
Fc3C2Fv5V2Fv8V3LRS25,T,C0,C0,C0,C0,C2,0,7,9,0,0
Fc3C2Fv5V2Fv8V3LRS26,R,C0,C0,C4,C0,C7,1,0,5,2,0
Fc3C2Fv5V2Fv8V3LRS27,S,C0,C6,C4,C0,C5,1,0,3,2,0
Fc3C2Fv5V2Fv8V3LRS28,P,C0,C0,C0,C6,C0,1,5,0,2,0
Fc3C2Fv5V2Fv8V3LRS29,R,C0,C0,C9,C0,C0,1,0,0,0,8
Fc3C2Fv5V2Fv8V3LRS30,S,C0,C2,C0,C0,C3,2,0,0,3,0
Fc3C2Fv5V2Fv8V3LRS31,T,C0,C0,C3,C0,C0,1,0,0,2,0
Fc3C2Fv5V2Fv9V1LPS7,P,C0,C7,C0,C1,C0,2,0,0,0,1
Fc3C2Fv5V2Fv9V1LPS8,T,C0,C0,C0,C4,C0,2,0,0,0,0
Fc3C2Fv5V2Fv9V1LPS10,T,C0,C0,C0,C0,C0,2,10,0,0,1
Fc3C2Fv5V2Fv9V1LPS11,P,C1,C0,C4,C3,C0,0,0,1,8,1
Fc3C2Fv5V2Fv9V1LPS12,T,C3,C2,C0,C0,C0,1,0,0,0,0
Fc3C2Fv5V2Fv9V1LPS13,T,C0,C9,C3,C0,C2,1,0,0,7,0
Fc3C2Fv5V2Fv9V1LPS15,P,C0,C7,C8,C4,C0,1,0,0,0,0
Fc3C2Fv5V2Fv9V1LPS17,T,C0,C0,C0,C0,C3,2,0,0,0,1
Fc3C2Fv5V2Fv9V1LPS18,P,C0,C0,C0,C0,C0,1,8,0,0,1
Fc3C2Fv5V2Fv9V1LPS19,T,C0,C0,C3,C2,C3,2,0,0,4,0
Fc3C2Fv5V2Fv9V1LPS20,Q,C0,C1,C0,C0,C0,1,0,0,0,1
Fc3C2Fv5V2Fv9V1LPS21,P,C6,C0,C3,C0,C5,2,0,0,3,1
Fc3C2Fv5V2Fv9V1LPS22,P,C0,C0,C0,C0,C3,2,0,0,6,0
Fc3C2Fv5V2Fv9V1LPS23,S,C2,C1,C0,C6,C0,0,0,8,0,1
Fc3C2Fv5V2Fv9V1LPS24,S,C0,C0,C2,C0,C7,1,0,0,8,0
Fc3C2Fv5V2Fv9V1LPS25,V,C2,C1,C2,C1,C0,1,0,0,0,1
Fc3C2Fv5V2Fv9V1LPS26,Q,C2,C0,C3,C5,C1,2,0,0,7,0
Fc3C2Fv5V2Fv9V1LPS27,P,C0,C0,C0,C6,C0,2,0,0,0,1
Fc3C2Fv5V2Fv9V1LPS29,P,C8,C6,C0,C0,C0,1,0,7,0,0
Fc3C2Fv5V2Fv9V1LPS30,P,C0,C0,C2,C0,C0,0,7,0,0,0
Fc3C2Fv5V2Fv9V1LPS31,Q,C0,C8,C0,C0,C0,1,0,0,4,0
Fc3C2Fv5V2Fv9V2LQS7,Q,C0,C0,C0,C0,C4,2,0,0,8,1
Fc3C2Fv5V2Fv9V2LQS8,Q,C0,C1,C0,C1,C2,1,0,0,0,1
Fc3C2Fv5V2Fv9V2LQS9,P,C0,C0,C0,C9,C0,1,1,8,0,1
Fc3C2Fv5V2Fv9V2LQS10,P,C0,C0,C0,C0,C0,2,0,0,0,1
Fc3C2Fv5V2Fv9V2LQS11,P,C1,C0,C4,C0,C0,1,0,0,0,2
Fc3C2Fv5V2Fv9V2LQS12,P,C0,C0,C0,C0,C2,2,0,0,0,2
Fc3C2Fv5V2Fv9V2LQS14,P,C0,C0,C0,C0,C1,1,0,4,0,2
Fc3C2Fv5V2Fv9V2LQS15,Q,C0,C0,C0,C7,C0,1,6,0,0,2
Fc3C2Fv5V2Fv9V2LQS16,Q,C2,C2,C0,C0,C0,1,0,0,6,2
Fc3C2Fv5V2Fv9V2LQS17,R,C0,C1,C0,C0,C0,1,0,0,0,1
Fc3C2Fv5V2Fv9V2LQS18,P,C0,C0,C0,C0,C0,1,0,0,0,2
Fc3C2Fv5V2Fv9V2LQS20,Q,C0,C0,C0,C4,C2,1,6,0,0,2
Fc3C2Fv5V2Fv9V2LQS21,Q,C0,C1,C0,C4,C0,2,0,0,0,2
Fc3C2Fv5V2Fv9V2LQS23,Q,C0,C0,C3,C8,C3,3,4,0,2,3
Fc3C2Fv5V2Fv9V2LQS26,T,C3,C2,C0,C0,C1,2,7,0,0,1
Fc3C2Fv5V2Fv9V2LQS27,P,C0,C0,C0,C8,C2,2,0,0,0,2
Fc3C2Fv5V2Fv9V2LQS28,Q,C0,C0,C0,C7,C6,2,0,4,0,3
Fc3C2Fv5V2Fv9V2LQS29,P,C0,C4,C3,C1,C0,2,0,0,0,1
Fc3C2Fv5V2Fv9V3LPS7,R,C0,C0,C2,C0,C8,1,0,6,0,2
Fc3C2Fv5V2Fv9V3LPS8,V,C4,C1,C0,C6,C0,1,10,2,0,2
Fc3C2Fv5V2Fv9V3LPS9,Q,C0,C0,C3,C0,C0,2,0,0,0,3
Fc3C2Fv5V2Fv9V3LPS10,P,C0,C3,C0,C2,C1,1,5,0,0,2
Fc3C2Fv5V2Fv9V3LPS11,R,C0,C0,C8,C0,C2,2,8,0,0,3
Fc3C2Fv5V2Fv9V3LPS12,P,C0,C2,C8,C6,C0,1,0,3,0,2
Fc3C2Fv5V2Fv9V3LPS13,Q,C0,C0,C7,C7,C0,1,0,0,0,3
Fc3C2Fv5V2Fv9V3LPS14,S,C0,C3,C7,C0,C0,2,1,0,4,3
Fc3C2Fv5V2Fv9V3LPS15,Q,C0,C2,C0,C0,C0,2,0,5,0,3
Fc3C2Fv5V2Fv9V3LPS16,Q,C6,C0,C1,C2,C0,1,0,2,7,3
Fc3C2Fv5V2Fv9V3LPS17,V,C9,C0,C0,C0,C0,1,0,0,0,3
Fc3C2Fv5V2Fv9V3LPS18,R,C5,C0,C0,C0,C0,2,4,0,0,2
Fc3C2Fv5V2Fv9V3LPS20,Q,C0,C9,C0,C4,C0,1,0,0,0,3
Fc3C2Fv5V2Fv9V3LPS21,Q,C0,C0,C9,C0,C0,1,0,7,0,3
Fc3C2Fv5V2Fv9V3LPS22,Q,C4,C0,C1,C2,C0,2,0,3,7,2
Fc3C2Fv5V2Fv9V3LPS23,P,C4,C7,C0,C0,C8,2,0,0,0,2
Fc3C2Fv5V2Fv9V3LPS25,P,C0,C9,C0,C0,C0,2,0,0,0,3
Fc3C2Fv5V2Fv9V3LPS26,Q,C0,C0,C0,C1,C1,3,6,0,0,3
Fc3C2Fv5V2Fv9V3LPS27,V,C0,C0,C2,C0,C0,2,0,0,0,3
Fc3C2Fv5V2Fv9V3LPS28,P,C0,C0,C3,C3,C3,2,0,0,0,3
Fc3C2Fv5V2Fv9V3LPS30,Q,C0,C0,C1,C0,C0,2,0,6,0,3
Fc3C2Fv5V2Fv9V3LPS31,V,C0,C0,C0,C0,C0,2,0,4,0,2
Fc3C2Fv5V3LVS7,P,C0,C8,C6,C1,C0,2,7,1,0,6
Fc3C2Fv5V3LVS8,R,C8,C0,C8,C3,C5,3,0,0,0,4
Fc3C2Fv5V3LVS9,R,C1,C0,C0,C2,C9,3,0,0,3,6
Fc3C2Fv5V3LVS10,Q,C9,C0,C3,C2,C0,2,0,0,0,0
Fc3C2Fv5V3LVS11,R,C0,C0,C0,C0,C0,2,0,0,0,0
Fc3C2Fv5V3LVS12,R,C7,C0,C0,C0,C0,3,0,2,0,5
Fc3C2Fv5V3LVS13,V,C8,C0,C3,C2,C0,2,0,0,0,0
Fc3C2Fv5V3LVS14,Q,C0,C0,C4,C8,C6,2,3,0,4,5
Fc3C2Fv5V3LVS15,V,C3,C0,C0,C0,C0,2,0,0,0,7
Fc3C2Fv5V3LVS16,S,C0,C3,C0,C0,C0,3,0,0,0,0
Fc3C2Fv5V3LVS17,T,C1,C0,C3,C0,C0,2,0,0,6,0
Fc3C2Fv5V3LVS18,R,C2,C0,C0,C0,C0,3,0,3,0,5
Fc3C2Fv5V3LVS19,Q,C0,C0,C2,C2,C0,3,0,0,0,0
Fc3C2Fv5V3LVS20,R,C1,C0,C0,C0,C4,2,5,0,0,0
Fc3C2Fv5V3LVS21,P,C0,C0,C1,C2,C0,2,0,0,0,8
Fc3C2Fv5V3LVS22,P,C6,C2,C2,C0,C2,3,0,0,9,0
Fc3C2Fv5V3LVS23,P,C0,C0,C0,C3,C0,3,0,3,0,4
Fc3C2Fv5V3LVS24,Q,C0,C0,C0,C3,C0,2,0,0,0,8
Fc3C2Fv5V3LVS25,R,C0,C7,C4,C0,C0,3,2,4,3,0
Fc3C2Fv5V3LVS26,Q,C3,C1,C0,C0,C2,2,0,3,0,0
Fc3C2Fv5V3LVS28,V,C3,C3,C0,C3,C0,3,6,3,9,0
Fc3C2Fv5V3LVS29,Q,C3,C4,C3,C0,C1,3,0,0,8,4
Fc3C2Fv5V3LVS31,Q,C1,C6,C0,C0,C0,2,0,8,0,0
Fc3C2Fv5V3Fv6V1LPS7,S,C0,C5,C6,C5,C3,2,0,1,0,3
Fc3C2Fv5V3Fv6V1LPS8,P,C0,C0,C0,C0,C0,3,1,0,0,0
Fc3C2Fv5V3Fv6V1LPS9,P,C8,C3,C1,C0,C0,2,0,4,0,0
Fc3C2Fv5V3Fv6V1LPS10,S,C0,C1,C0,C4,C5,3,0,3,0,0
Fc3C2Fv5V3Fv6V1LPS11,V,C9,C5,C4,C0,C3,2,0,1,6,0
Fc3C2Fv5V3Fv6V1LPS12,S,C0,C2,C0,C0,C2,3,1,0,0,0
Fc3C2Fv5V3Fv6V1LPS13,S,C1,C0,C7,C0,C6,3,1,0,0,9
Fc3C2Fv5V3Fv6V1LPS14,R,C0,C1,C9,C0,C0,3,1,0,2,0
Fc3C2Fv5V3Fv6V1LPS15,T,C0,C0,C6,C0,C4,2,1,0,0,0
Fc3C2Fv5V3Fv6V1LPS16,P,C0,C0,C0,C0,C0,3,1,0,0,0
Fc3C2Fv5V3Fv6V1LPS17,P,C9,C0,C4,C0,C5,3,1,0,6,0
Fc3C2Fv5V3Fv6V1LPS18,Q,C1,C2,C0,C2,C0,1,0,7,4,3
Fc3C2Fv5V3Fv6V1LPS19,S,C0,C6,C3,C7,C4,2,0,0,0,0
Fc3C2Fv5V3Fv6V1LPS20,Q,C0,C0,C9,C0,C0,2,0,1,0,6
Fc3C2Fv5V3Fv6V1LPS21,P,C2,C0,C3,C0,C0,2,0,0,6,0
Fc3C2Fv5V3Fv6V1LPS24,P,C4,C5,C4,C0,C0,3,0,0,0,0
Fc3C2Fv5V3Fv6V1LPS25,P,C0,C0,C8,C0,C9,3,0,1,8,0
