sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fc5,Fv6,Fv7,Fv8,Fv9,Fv10,Fv11
Fc3C3Fc4C2Fc5C3LVS5,Q,C9,C1,C8,C1,C3,C3,0,0,0,0,0,3
Fc3C3Fc4C2Fc5C3LVS6,P,C1,C2,C3,C0,C1,C6,5,2,0,0,2,0
Fc3C3Fc4C2Fc5C3LVS7,S,C2,C3,C0,C1,C4,C1,0,0,0,0,0,0
Fc3C3Fc4C2Fc5C3LVS8,S,C3,C1,C0,C7,C3,C0,0,0,0,6,7,0
Fc3C3Fc4C2Fc5C3LVS9,Q,C0,C5,C0,C8,C1,C7,0,5,0,0,0,0
Fc3C3Fc4C2Fc5C3LVS10,P,C0,C2,C0,C1,C4,C0,0,0,5,0,0,0
Fc3C3Fc4C2Fc5C3LVS11,S,C0,C2,C0,C3,C5,C0,6,3,0,2,8,0
Fc3C3Fc4C2Fc5C3LVS12,R,C6,C0,C0,C4,C8,C8,4,5,1,0,4,0
Fc3C3Fc4C2Fc5C3LVS13,V,C5,C0,C3,C1,C0,C9,0,7,0,3,6,3
Fc3C3Fc4C2Fc5C3LVS14,Q,C5,C3,C0,C1,C0,C0,2,0,0,0,0,6
Fc3C3Fc4C2Fc5C3LVS15,P,C5,C3,C6,C0,C0,C4,0,0,2,4,0,4
Fc3C3Fc4C2Fv6V1LPS3,T,C8,C0,C4,C9,C0,C0,2,0,2,0,0,2
Fc3C3Fc4C2Fv6V1LPS4,P,C0,C1,C9,C0,C0,C1,0,0,5,2,0,7
Fc3C3Fc4C2Fv6V1LPS5,T,C5,C5,C0,C0,C1,C6,1,0,3,0,0,0
Fc3C3Fc4C2Fv6V1LPS6,V,C0,C0,C2,C0,C0,C0,1,2,3,0,0,0
Fc3C3Fc4C2Fv6V1LPS7,S,C2,C5,C6,C0,C0,C1,1,1,5,0,3,6
Fc3C3Fc4C2Fv6V1LPS8,R,C2,C0,C4,C1,C0,C3,0,5,3,4,5,1
Fc3C3Fc4C2Fv6V1LPS9,Q,C5,C6,C7,C4,C0,C9,1,3,0,7,4,0
Fc3C3Fc4C2Fv6V1LPS10,P,C9,C3,C2,C5,C9,C0,0,0,9,1,3,0
Fc3C3Fc4C2Fv6V1LPS11,S,C4,C0,C0,C0,C0,C2,0,3,6,3,0,0
Fc3C3Fc4C2Fv6V1LPS12,Q,C6,C1,C6,C0,C5,C0,1,6,0,6,1,1
Fc3C3Fc4C2Fv6V1LPS13,Q,C0,C7,C0,C1,C0,C1,4,5,7,2,0,0
Fc3C3Fc4C2Fv6V1LPS14,R,C8,C1,C2,C1,C0,C0,5,0,6,5,4,0
Fc3C3Fc4C2Fv6V1LPS15,T,C5,C7,C9,C0,C7,C3,0,0,4,2,7,7
Fc3C3Fc4C2Fv6V2LQS3,P,C1,C3,C0,C0,C0,C0,1,2,0,0,0,4
Fc3C3Fc4C2Fv6V2LQS4,Q,C0,C3,C6,C4,C0,C0,1,7,0,0,0,0
Fc3C3Fc4C2Fv6V2LQS5,S,C5,C1,C5,C0,C0,C3,4,5,3,0,0,0
Fc3C3Fc4C2Fv6V2LQS6,T,C4,C0,C0,C7,C8,C8,2,0,0,0,0,0
Fc3C3Fc4C2Fv6V2LQS7,P,C5,C1,C0,C7,C0,C0,1,0,1,5,0,4
Fc3C3Fc4C2Fv6V2LQS8,S,C0,C2,C3,C3,C1,C0,0,0,0,6,0,0
Fc3C3Fc4C2Fv6V2LQS9,P,C4,C8,C3,C1,C0,C0,2,0,1,0,0,4
Fc3C3Fc4C2Fv6V2LQS10,P,C1,C8,C2,C0,C3,C0,1,0,0,8,0,0
Fc3C3Fc4C2Fv6V2LQS12,V,C3,C0,C0,C8,C3,C6,1,3,5,1,2,4
Fc3C3Fc4C2Fv6V2LQS13,T,C9,C4,C8,C1,C2,C2,3,6,2,0,0,3
Fc3C3Fc4C2Fv6V2LQS14,Q,C4,C0,C0,C7,C6,C0,0,8,0,5,2,0
Fc3C3Fc4C2Fv6V2LQS15,P,C3,C8,C2,C0,C0,C0,7,0,5,6,0,0
Fc3C3Fc4C2Fv6V3LRS3,P,C4,C7,C1,C9,C6,C0,4,0,4,6,3,0
Fc3C3Fc4C2Fv6V3LRS4,Q,C4,C6,C2,C6,C0,C6,2,0,0,0,1,0
Fc3C3Fc4C2Fv6V3LRS5,P,C0,C0,C0,C1,C0,C0,2,5,1,0,0,0
Fc3C3Fc4C2Fv6V3LRS6,Q,C3,C9,C0,C6,C3,C0,3,0,8,0,0,0
Fc3C3Fc4C2Fv6V3LRS7,S,C0,C2,C0,C2,C4,C0,3,0,2,0,0,6
Fc3C3Fc4C2Fv6V3LRS8,Q,C3,C7,C0,C0,C0,C6,3,1,0,0,2,7
Fc3C3Fc4C2Fv6V3LRS9,V,C0,C7,C1,C0,C0,C0,0,1,1,0,1,9
Fc3C3Fc4C2Fv6V3LRS10,P,C2,C5,C9,C0,C7,C0,3,0,4,6,0,0
Fc3C3Fc4C2Fv6V3LRS11,V,C6,C5,C2,C4,C1,C0,2,3,0,2,4,0
Fc3C3Fc4C2Fv6V3LRS12,S,C0,C3,C0,C2,C6,C0,3,5,4,0,4,0
Fc3C3Fc4C2Fv6V3LRS13,T,C8,C0,C2,C0,C7,C0,3,5,0,0,0,0
Fc3C3Fc4C2Fv6V3LRS14,Q,C9,C0,C4,C8,C7,C0,3,0,4,2,0,3
Fc3C3Fc4C2Fv6V3LRS15,Q,C2,C5,C9,C2,C0,C0,2,0,1,0,4,7
Fc3C3Fc4C2Fv7V1LSS3,Q,C1,C1,C1,C0,C1,C2,5,0,2,0,0,9
Fc3C3Fc4C2Fv7V1LSS4,V,C2,C0,C1,C2,C8,C9,2,1,2,0,0,0
Fc3C3Fc4C2Fv7V1LSS5,Q,C5,C1,C1,C1,C0,C0,0,1,0,0,5,5
Fc3C3Fc4C2Fv7V1LSS6,Q,C3,C1,C0,C1,C0,C5,3,1,6,0,4,0
Fc3C3Fc4C2Fv7V1LSS7,Q,C0,C5,C8,C0,C3,C0,0,0,0,7,5,9
Fc3C3Fc4C2Fv7V1LSS8,S,C0,C1,C0,C3,C0,C8,2,2,1,2,5,3
Fc3C3Fc4C2Fv7V1LSS9,R,C0,C0,C1,C4,C0,C0,1,0,6,0,1,0
Fc3C3Fc4C2Fv7V1LSS10,Q,C6,C2,C5,C0,C5,C6,4,1,0,0,0,0
Fc3C3Fc4C2Fv7V1LSS11,S,C1,C7,C0,C7,C6,C0,0,0,9,0,0,0
Fc3C3Fc4C2Fv7V1LSS12,R,C0,C2,C3,C0,C5,C0,0,2,1,4,1,4
Fc3C3Fc4C2Fv7V1LSS13,Q,C0,C3,C9,C0,C0,C0,0,1,5,3,3,0
Fc3C3Fc4C2Fv7V1LSS14,P,C3,C1,C6,C2,C3,C7,1,1,8,3,0,0
Fc3C3Fc4C2Fv7V1LSS15,P,C0,C0,C0,C0,C1,C9,4,5,0,3,5,0
Fc3C3Fc4C2Fv7V2LTS4,T,C0,C0,C5,C1,C8,C4,2,4,0,5,4,0
Fc3C3Fc4C2Fv7V2LTS5,Q,C0,C2,C3,C0,C3,C0,1,1,0,0,0,0
Fc3C3Fc4C2Fv7V2LTS6,T,C1,C3,C3,C2,C0,C0,3,1,0,3,0,0
Fc3C3Fc4C2Fv7V2LTS8,Q,C1,C0,C0,C0,C4,C0,1,3,0,7,9,4
Fc3C3Fc4C2Fv7V2LTS9,S,C1,C0,C2,C0,C4,C0,0,2,0,1,6,0
Fc3C3Fc4C2Fv7V2LTS10,T,C3,C0,C9,C0,C5,C9,6,1,0,0,9,0
Fc3C3Fc4C2Fv7V2LTS11,R,C9,C1,C0,C1,C3,C2,0,1,0,1,2,0
Fc3C3Fc4C2Fv7V2LTS12,R,C2,C4,C5,C0,C7,C0,0,1,0,3,0,0
Fc3C3Fc4C2Fv7V2LTS13,S,C0,C3,C1,C5,C8,C1,0,2,0,5,3,0
Fc3C3Fc4C2Fv7V2LTS14,P,C1,C8,C0,C9,C6,C6,0,1,0,3,7,3
Fc3C3Fc4C2Fv7V2LTS15,R,C0,C1,C0,C0,C7,C1,0,2,1,7,0,0
Fc3C3Fc4C2Fv7V3LVS3,T,C1,C4,C6,C1,C6,C0,0,2,4,0,1,0
Fc3C3Fc4C2Fv7V3LVS4,R,C3,C0,C8,C7,C0,C9,2,3,1,1,8,7
Fc3C3Fc4C2Fv7V3LVS5,T,C0,C5,C0,C1,C6,C0,2,2,0,3,6,0
Fc3C3Fc4C2Fv7V3LVS6,P,C4,C0,C2,C1,C6,C0,0,3,0,0,4,8
Fc3C3Fc4C2Fv7V3LVS7,Q,C0,C0,C0,C0,C0,C0,0,3,0,1,4,0
Fc3C3Fc4C2Fv7V3LVS8,Q,C8,C0,C0,C6,C0,C2,0,2,0,0,0,0
Fc3C3Fc4C2Fv7V3LVS9,P,C0,C0,C0,C7,C3,C8,0,3,2,4,2,4
Fc3C3Fc4C2Fv7V3LVS10,Q,C8,C6,C5,C0,C0,C0,0,2,0,4,2,5
Fc3C3Fc4C2Fv7V3LVS11,P,C1,C0,C0,C0,C2,C0,0,1,6,0,1,0
Fc3C3Fc4C2Fv7V3LVS12,Q,C5,C7,C0,C3,C0,C2,0,3,0,5,0,0
Fc3C3Fc4C2Fv7V3LVS13,S,C0,C1,C0,C0,C1,C2,0,3,0,3,1,1
Fc3C3Fc4C2Fv7V3LVS14,R,C0,C0,C6,C3,C0,C0,0,2,0,0,0,4
Fc3C3Fc4C2Fv7V3LVS15,P,C0,C0,C7,C8,C5,C7,0,2,0,0,0,0
Fc3C3Fc4C2Fv8V1LPS3,P,C5,C0,C1,C7,C0,C0,1,5,0,0,4,6
Fc3C3Fc4C2Fv8V1LPS4,R,C7,C0,C0,C0,C0,C3,0,3,0,5,5,0
Fc3C3Fc4C2Fv8V1LPS5,R,C0,C0,C0,C0,C0,C2,0,0,1,5,0,0
Fc3C3Fc4C2Fv8V1LPS7,R,C6,C1,C0,C0,C0,C0,7,2,1,0,0,0
Fc3C3Fc4C2Fv8V1LPS8,P,C3,C0,C0,C1,C3,C5,0,5,0,3,5,0
Fc3C3Fc4C2Fv8V1LPS9,R,C3,C4,C3,C0,C0,C8,0,1,0,1,4,1
Fc3C3Fc4C2Fv8V1LPS10,S,C9,C1,C0,C0,C0,C8,4,2,0,6,2,0
Fc3C3Fc4C2Fv8V1LPS11,Q,C5,C2,C7,C6,C7,C0,0,0,0,0,1,0
Fc3C3Fc4C2Fv8V1LPS12,Q,C0,C1,C0,C0,C5,C1,6,1,0,0,2,0
Fc3C3Fc4C2Fv8V1LPS13,Q,C1,C2,C2,C8,C0,C4,0,0,0,5,0,0
Fc3C3Fc4C2Fv8V1LPS14,Q,C0,C0,C2,C0,C2,C0,7,0,0,0,0,0
Fc3C3Fc4C2Fv8V1LPS15,R,C3,C3,C7,C0,C0,C2,0,0,0,0,0,0
Fc3C3Fc4C2Fv8V2LQS4,P,C0,C0,C0,C3,C7,C0,0,6,2,1,5,7
Fc3C3Fc4C2Fv8V2LQS5,Q,C0,C0,C0,C1,C9,C4,0,0,1,0,0,0
Fc3C3Fc4C2Fv8V2LQS6,P,C1,C0,C1,C0,C0,C9,0,0,0,0,8,0
Fc3C3Fc4C2Fv8V2LQS7,Q,C0,C4,C0,C0,C3,C8,4,0,1,6,5,0
Fc3C3Fc4C2Fv8V2LQS8,S,C2,C3,C0,C8,C0,C6,0,0,1,0,0,6
Fc3C3Fc4C2Fv8V2LQS9,R,C0,C0,C0,C0,C2,C0,3,5,2,0,6,0
Fc3C3Fc4C2Fv8V2LQS10,S,C7,C0,C8,C0,C0,C0,0,4,1,0,1,6
Fc3C3Fc4C2Fv8V2LQS11,P,C3,C1,C5,C4,C0,C3,0,0,2,4,0,1
Fc3C3Fc4C2Fv8V2LQS12,Q,C0,C0,C0,C5,C0,C7,0,0,1,0,0,0
Fc3C3Fc4C2Fv8V2LQS13,P,C3,C5,C7,C0,C5,C6,0,0,2,0,3,5
Fc3C3Fc4C2Fv8V2LQS14,R,C1,C3,C0,C3,C2,C7,1,0,1,0,4,0
Fc3C3Fc4C2Fv8V3LRS3,Q,C5,C7,C2,C1,C2,C2,0,0,3,0,0,0
Fc3C3Fc4C2Fv8V3LRS4,T,C9,C1,C0,C0,C8,C0,1,8,2,0,0,0
Fc3C3Fc4C2Fv8V3LRS5,T,C0,C5,C0,C0,C0,C0,5,1,3,2,0,0
Fc3C3Fc4C2Fv8V3LRS6,R,C0,C4,C0,C8,C0,C4,0,5,3,0,0,0
Fc3C3Fc4C2Fv8V3LRS7,S,C5,C2,C0,C0,C0,C0,3,3,2,8,6,0
Fc3C3Fc4C2Fv8V3LRS8,R,C8,C9,C3,C7,C2,C3,0,8,3,0,5,0
Fc3C3Fc4C2Fv8V3LRS9,P,C0,C7,C0,C0,C8,C0,0,5,3,0,0,0
Fc3C3Fc4C2Fv8V3LRS10,R,C0,C0,C5,C6,C0,C3,0,6,2,1,6,0
Fc3C3Fc4C2Fv8V3LRS11,P,C1,C0,C9,C9,C8,C0,9,0,5,0,3,6
Fc3C3Fc4C2Fv8V3LRS12,P,C4,C2,C0,C0,C0,C2,1,0,3,2,1,6
Fc3C3Fc4C2Fv8V3LRS13,R,C4,C0,C1,C2,C6,C7,0,2,2,0,0,6
Fc3C3Fc4C2Fv8V3LRS14,S,C2,C2,C0,C0,C0,C0,0,0,2,4,0,0
Fc3C3Fc4C2Fv8V3LRS15,R,C9,C4,C2,C4,C2,C6,0,4,2,0,0,0
Fc3C3Fc4C2Fv9V1LSS3,S,C4,C2,C0,C0,C4,C0,0,2,0,1,7,0
Fc3C3Fc4C2Fv9V1LSS4,Q,C2,C1,C5,C0,C0,C9,0,0,0,0,1,7
Fc3C3Fc4C2Fv9V1LSS5,V,C3,C0,C3,C0,C2,C6,0,0,0,0,0,0
Fc3C3Fc4C2Fv9V1LSS6,S,C7,C1,C4,C3,C2,C2,0,2,0,0,0,9
Fc3C3Fc4C2Fv9V1LSS7,R,C0,C0,C1,C1,C8,C0,8,0,4,1,0,0
Fc3C3Fc4C2Fv9V1LSS9,P,C6,C9,C2,C0,C0,C7,0,0,0,0,0,0
Fc3C3Fc4C2Fv9V1LSS10,P,C0,C3,C0,C0,C0,C8,2,2,2,5,5,9
Fc3C3Fc4C2Fv9V1LSS11,R,C5,C2,C1,C3,C8,C0,3,4,3,1,2,3
Fc3C3Fc4C2Fv9V1LSS12,S,C0,C2,C2,C0,C2,C7,0,0,0,1,0,0
Fc3C3Fc4C2Fv9V1LSS13,S,C0,C4,C2,C0,C4,C0,0,5,9,0,0,0
Fc3C3Fc4C2Fv9V1LSS14,Q,C1,C0,C0,C0,C0,C2,0,0,1,0,2,4
Fc3C3Fc4C2Fv9V1LSS15,S,C5,C7,C0,C0,C0,C1,0,0,9,0,0,0
Fc3C3Fc4C2Fv9V2LTS3,T,C3,C0,C4,C0,C0,C5,0,0,0,1,4,0
Fc3C3Fc4C2Fv9V2LTS4,R,C3,C0,C0,C0,C0,C4,0,0,0,1,0,0
Fc3C3Fc4C2Fv9V2LTS5,P,C3,C0,C8,C3,C4,C0,0,0,2,2,2,5
Fc3C3Fc4C2Fv9V2LTS6,P,C0,C0,C0,C0,C0,C0,0,0,1,2,5,0
Fc3C3Fc4C2Fv9V2LTS7,Q,C1,C9,C1,C0,C5,C0,0,0,3,1,0,0
Fc3C3Fc4C2Fv9V2LTS8,Q,C2,C6,C0,C0,C0,C0,1,0,6,1,0,0
Fc3C3Fc4C2Fv9V2LTS9,T,C2,C7,C0,C3,C0,C6,0,5,0,2,0,0
Fc3C3Fc4C2Fv9V2LTS10,P,C7,C6,C0,C4,C0,C0,7,0,0,2,0,0
Fc3C3Fc4C2Fv9V2LTS11,P,C9,C6,C0,C0,C7,C6,0,0,1,1,0,5
Fc3C3Fc4C2Fv9V2LTS12,Q,C6,C0,C0,C5,C7,C5,2,0,5,1,0,0
Fc3C3Fc4C2Fv9V2LTS13,P,C0,C4,C8,C3,C0,C3,6,4,0,1,3,5
Fc3C3Fc4C2Fv9V2LTS14,R,C0,C6,C2,C5,C2,C0,1,1,9,1,0,0
Fc3C3Fc4C2Fv9V2LTS15,P,C3,C0,C0,C5,C0,C9,3,4,0,1,6,0
Fc3C3Fc4C2Fv9V3LPS3,S,C9,C4,C1,C0,C3,C0,6,4,4,4,0,0
Fc3C3Fc4C2Fv9V3LPS4,R,C9,C3,C2,C0,C0,C1,0,0,0,2,0,0
Fc3C3Fc4C2Fv9V3LPS5,S,C0,C9,C8,C0,C0,C0,2,0,5,2,0,0
Fc3C3Fc4C2Fv9V3LPS6,Q,C1,C4,C0,C9,C4,C3,2,3,3,2,7,0
Fc3C3Fc4C2Fv9V3LPS7,P,C0,C0,C0,C3,C7,C0,0,0,0,3,0,0
Fc3C3Fc4C2Fv9V3LPS8,S,C0,C0,C0,C1,C6,C0,0,4,1,3,1,6
Fc3C3Fc4C2Fv9V3LPS9,S,C0,C0,C0,C8,C2,C4,0,1,0,4,4,8
Fc3C3Fc4C2Fv9V3LPS10,T,C1,C2,C0,C4,C1,C0,0,0,1,3,5,8
Fc3C3Fc4C2Fv9V3LPS11,P,C0,C0,C7,C8,C7,C0,0,5,0,1,4,0
Fc3C3Fc4C2Fv9V3LPS12,V,C0,C0,C0,C0,C8,C0,6,2,0,2,3,0
Fc3C3Fc4C2Fv9V3LPS13,R,C6,C0,C0,C0,C1,C8,2,3,0,3,2,6
Fc3C3Fc4C2Fv9V3LPS14,P,C5,C0,C0,C5,C0,C6,0,5,0,4,1,3
Fc3C3Fc4C2Fv9V3LPS15,T,C1,C2,C0,C8,C4,C0,1,0,7,2,3,0
Fc3C3Fc4C2Fv10V1LQS3,P,C0,C1,C0,C9,C0,C1,3,4,1,5,1,0
Fc3C3Fc4C2Fv10V1LQS4,R,C0,C0,C4,C0,C7,C0,0,2,3,6,1,0
Fc3C3Fc4C2Fv10V1LQS5,P,C2,C0,C8,C1,C2,C2,2,0,3,0,0,1
Fc3C3Fc4C2Fv10V1LQS6,V,C1,C0,C0,C4,C0,C0,0,2,6,4,2,6
Fc3C3Fc4C2Fv10V1LQS7,T,C0,C0,C0,C0,C0,C1,0,0,0,5,0,0
Fc3C3Fc4C2Fv10V1LQS8,P,C0,C6,C0,C0,C2,C0,0,0,4,0,2,8
Fc3C3Fc4C2Fv10V1LQS10,V,C5,C0,C2,C2,C8,C4,0,0,0,0,1,0
Fc3C3Fc4C2Fv10V1LQS12,R,C1,C0,C2,C3,C5,C2,1,0,0,0,0,3
Fc3C3Fc4C2Fv10V1LQS13,P,C3,C6,C1,C0,C0,C0,0,0,0,0,1,0
Fc3C3Fc4C2Fv10V1LQS14,S,C7,C0,C0,C3,C0,C0,3,3,6,2,0,5
Fc3C3Fc4C2Fv10V1LQS15,R,C0,C3,C1,C5,C6,C0,0,5,5,4,3,0
Fc3C3Fc4C2Fv10V2LRS3,Q,C0,C1,C0,C8,C3,C4,0,0,0,0,0,8
Fc3C3Fc4C2Fv10V2LRS4,V,C3,C0,C3,C6,C5,C0,0,0,0,0,2,0
Fc3C3Fc4C2Fv10V2LRS5,Q,C0,C1,C0,C0,C0,C2,2,4,0,0,0,3
Fc3C3Fc4C2Fv10V2LRS6,S,C0,C2,C0,C2,C2,C6,2,3,0,3,2,4
Fc3C3Fc4C2Fv10V2LRS7,Q,C0,C0,C0,C0,C2,C8,0,0,0,0,1,5
Fc3C3Fc4C2Fv10V2LRS8,P,C2,C3,C5,C0,C6,C7,0,3,0,0,1,0
Fc3C3Fc4C2Fv10V2LRS9,R,C0,C0,C5,C0,C0,C3,0,3,0,1,2,0
Fc3C3Fc4C2Fv10V2LRS10,P,C1,C0,C2,C3,C7,C0,0,0,0,0,1,3
Fc3C3Fc4C2Fv10V2LRS11,S,C2,C0,C7,C3,C2,C5,3,0,4,0,1,0
Fc3C3Fc4C2Fv10V2LRS12,P,C0,C6,C0,C0,C0,C0,0,0,0,2,1,8
Fc3C3Fc4C2Fv10V2LRS13,P,C0,C0,C1,C3,C0,C0,4,0,3,3,2,3
Fc3C3Fc4C2Fv10V2LRS15,S,C0,C5,C1,C3,C4,C0,1,5,6,8,5,1
Fc3C3Fc4C2Fv10V3LSS3,T,C0,C0,C4,C0,C0,C0,2,6,3,0,2,5
Fc3C3Fc4C2Fv10V3LSS4,P,C7,C5,C0,C2,C0,C3,0,2,1,0,2,4
Fc3C3Fc4C2Fv10V3LSS5,S,C1,C3,C1,C0,C1,C9,3,3,7,2,4,7
Fc3C3Fc4C2Fv10V3LSS6,P,C2,C0,C1,C1,C0,C7,4,6,0,6,2,0
Fc3C3Fc4C2Fv10V3LSS7,R,C7,C0,C3,C2,C3,C6,0,6,0,1,3,0
Fc3C3Fc4C2Fv10V3LSS8,P,C0,C7,C0,C0,C0,C0,0,6,0,0,3,0
Fc3C3Fc4C2Fv10V3LSS9,V,C0,C5,C2,C0,C0,C1,0,1,9,0,2,4
Fc3C3Fc4C2Fv10V3LSS10,Q,C0,C1,C0,C0,C3,C0,0,0,5,9,3,1
Fc3C3Fc4C2Fv10V3LSS11,Q,C0,C1,C0,C0,C0,C1,9,3,0,7,2,0
Fc3C3Fc4C2Fv10V3LSS12,P,C0,C0,C3,C0,C9,C9,6,8,7,1,3,0
Fc3C3Fc4C2Fv10V3LSS13,R,C0,C8,C0,C0,C3,C5,0,4,4,0,2,2
Fc3C3Fc4C2Fv10V3LSS14,R,C0,C3,C0,C4,C0,C2,9,0,1,0,3,0
Fc3C3Fc4C2Fv10V3LSS15,S,C0,C0,C6,C0,C3,C0,0,0,0,3,2,5
Fc3C3Fc4C2Fv11V1LPS3,P,C0,C3,C0,C8,C0,C0,4,0,5,2,3,0
Fc3C3Fc4C2Fv11V1LPS4,V,C2,C0,C3,C0,C1,C8,6,0,0,0,0,1
Fc3C3Fc4C2Fv11V1LPS5,S,C0,C4,C5,C3,C7,C6,5,0,4,0,1,0
Fc3C3Fc4C2Fv11V1LPS6,Q,C0,C0,C0,C0,C7,C0,8,5,0,3,1,2
Fc3C3Fc4C2Fv11V1LPS7,R,C0,C0,C9,C3,C0,C2,0,0,0,0,0,0
Fc3C3Fc4C2Fv11V1LPS8,R,C2,C0,C1,C1,C0,C0,0,0,7,4,0,1
Fc3C3Fc4C2Fv11V1LPS9,S,C0,C0,C2,C8,C0,C0,0,0,0,0,0,1
Fc3C3Fc4C2Fv11V1LPS10,Q,C3,C0,C0,C3,C2,C2,7,0,3,1,0,0
Fc3C3Fc4C2Fv11V1LPS11,V,C0,C3,C8,C1,C0,C3,0,0,0,2,3,1
Fc3C3Fc4C2Fv11V1LPS12,V,C0,C7,C0,C0,C0,C4,5,4,0,4,2,1
Fc3C3Fc4C2Fv11V1LPS13,P,C0,C1,C0,C0,C0,C2,0,3,5,0,0,0
Fc3C3Fc4C2Fv11V1LPS14,R,C1,C5,C0,C0,C0,C3,4,0,9,0,0,0
Fc3C3Fc4C2Fv11V2LQS3,R,C0,C3,C0,C0,C0,C0,4,4,1,1,4,1
Fc3C3Fc4C2Fv11V2LQS4,P,C2,C1,C5,C3,C0,C0,0,4,0,0,0,1
Fc3C3Fc4C2Fv11V2LQS5,V,C0,C3,C0,C2,C0,C0,4,9,4,1,0,2
Fc3C3Fc4C2Fv11V2LQS6,Q,C9,C4,C5,C2,C0,C1,3,0,0,7,1,1
Fc3C3Fc4C2Fv11V2LQS7,Q,C3,C2,C3,C6,C0,C0,4,1,3,0,3,3
Fc3C3Fc4C2Fv11V2LQS8,Q,C5,C1,C1,C0,C2,C0,5,0,0,0,0,3
Fc3C3Fc4C2Fv11V2LQS9,P,C1,C0,C2,C2,C1,C7,0,0,0,5,0,1
Fc3C3Fc4C2Fv11V2LQS10,P,C0,C2,C3,C1,C8,C0,8,0,3,0,0,4
Fc3C3Fc4C2Fv11V2LQS12,P,C2,C4,C8,C3,C0,C0,4,0,1,4,0,1
Fc3C3Fc4C2Fv11V2LQS13,R,C0,C5,C0,C3,C0,C0,5,0,1,1,2,2
Fc3C3Fc4C2Fv11V2LQS14,P,C9,C1,C8,C4,C6,C0,0,3,0,0,0,2
Fc3C3Fc4C2Fv11V3LRS3,R,C0,C4,C2,C5,C2,C9,0,2,5,4,0,2
Fc3C3Fc4C2Fv11V3LRS5,Q,C0,C6,C1,C0,C0,C3,0,2,3,0,1,1
Fc3C3Fc4C2Fv11V3LRS6,P,C0,C0,C0,C0,C0,C7,3,2,6,0,0,2
Fc3C3Fc4C2Fv11V3LRS7,V,C0,C2,C0,C0,C0,C3,0,2,2,1,4,2
Fc3C3Fc4C2Fv11V3LRS8,Q,C2,C0,C3,C0,C7,C0,2,6,2,4,0,1
Fc3C3Fc4C2Fv11V3LRS9,Q,C0,C3,C0,C0,C0,C1,0,0,0,3,0,2
Fc3C3Fc4C2Fv11V3LRS11,R,C3,C5,C0,C2,C1,C7,3,0,2,2,2,3
Fc3C3Fc4C2Fv11V3LRS12,R,C0,C9,C0,C7,C0,C1,0,0,0,0,0,3
Fc3C3Fc4C2Fv11V3LRS13,P,C4,C0,C5,C7,C6,C0,0,10,5,4,3,3
Fc3C3Fc4C2Fv11V3LRS14,R,C0,C9,C7,C1,C0,C0,0,1,0,0,1,2
Fc3C3Fc4C2Fv11V3LRS15,P,C1,C3,C0,C2,C1,C0,0,0,7,0,0,3
Fc3C3Fc4C3LPS3,P,C1,C1,C1,C8,C2,C2,0,2,0,4,7,0
Fc3C3Fc4C3LPS4,P,C7,C2,C1,C0,C0,C1,4,0,7,0,0,0
Fc3C3Fc4C3LPS5,P,C4,C0,C0,C0,C2,C9,1,5,0,2,3,6
Fc3C3Fc4C3LPS6,R,C0,C5,C0,C3,C0,C0,0,3,0,8,0,0
Fc3C3Fc4C3LPS8,V,C0,C0,C0,C3,C0,C0,8,0,1,3,1,0
Fc3C3Fc4C3LPS9,V,C0,C0,C2,C5,C0,C0,5,0,0,0,2,0
Fc3C3Fc4C3LPS10,S,C2,C0,C3,C1,C3,C0,0,0,9,4,0,1
Fc3C3Fc4C3LPS11,V,C0,C6,C0,C0,C0,C0,0,0,6,0,8,4
Fc3C3Fc4C3LPS12,R,C0,C0,C1,C0,C1,C0,5,3,0,0,0,0
Fc3C3Fc4C3LPS13,Q,C6,C4,C3,C5,C1,C0,5,0,8,0,0,8
Fc3C3Fc4C3LPS14,P,C0,C9,C3,C0,C0,C2,0,3,0,0,0,0
Fc3C3Fc4C3Fc5C1LQS3,Q,C0,C2,C0,C0,C1,C2,0,0,0,2,0,0
Fc3C3Fc4C3Fc5C1LQS6,P,C0,C4,C1,C0,C0,C1,1,6,0,0,5,0
Fc3C3Fc4C3Fc5C1LQS7,P,C6,C4,C0,C0,C2,C0,2,0,4,0,0,0
Fc3C3Fc4C3Fc5C1LQS8,S,C5,C1,C1,C7,C8,C3,7,0,0,0,0,0
Fc3C3Fc4C3Fc5C1LQS9,P,C1,C1,C8,C3,C0,C8,0,0,4,0,0,0
Fc3C3Fc4C3Fc5C1LQS10,Q,C3,C3,C0,C3,C2,C5,0,0,9,0,0,0
Fc3C3Fc4C3Fc5C1LQS11,S,C6,C0,C8,C0,C4,C0,0,2,1,8,3,1
Fc3C3Fc4C3Fc5C1LQS12,Q,C2,C4,C3,C5,C1,C0,0,0,0,0,0,8
Fc3C3Fc4C3Fc5C1LQS13,Q,C1,C3,C0,C0,C3,C3,6,1,0,4,1,6
Fc3C3Fc4C3Fc5C1LQS15,T,C2,C2,C9,C1,C4,C0,0,4,0,5,3,0
Fc3C3Fc4C3Fc5C2LPS3,Q,C0,C2,C0,C1,C0,C5,4,3,0,0,2,0
Fc3C3Fc4C3Fc5C2LPS4,Q,C5,C2,C1,C6,C3,C6,0,6,0,0,0,6
